file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
070957510.png,8,0.97978884,1123.744,238.38457,1382.4054,238.38457,1382.4054,468.22827,1123.744,468.22827
071020846.png,16,0.9111688,1248.498,400.09247,1558.0873,400.09247,1558.0873,731.392,1248.498,731.392
071040074.png,16,0.9796069,1196.7289,250.15826,1498.087,250.15826,1498.087,565.51117,1196.7289,565.51117
071044472.png,4,0.9827056,1160.5267,258.16525,1419.29,258.16525,1419.29,530.6859,1160.5267,530.6859
071126840.png,4,0.9221954,370.18103,264.5199,621.1721,264.5199,621.1721,537.1226,370.18103,537.1226
071126840.png,27,0.33152303,728.06506,106.10729,1035.7666,106.10729,1035.7666,426.83447,728.06506,426.83447
071216504.png,4,0.9992231,832.90717,419.31186,1099.8608,419.31186,1099.8608,707.4074,832.90717,707.4074
071228971.png,4,0.9851119,721.1014,169.25513,967.3952,169.25513,967.3952,433.28934,721.1014,433.28934
071332675.png,16,0.9700266,1198.5558,250.60738,1498.27,250.60738,1498.27,567.5782,1198.5558,567.5782
071514141.png,16,0.4077272,716.2837,150.81818,996.24054,150.81818,996.24054,455.1908,716.2837,455.1908
071514141.png,24,0.10332603,716.2837,150.81818,996.24054,150.81818,996.24054,455.1908,716.2837,455.1908
071514141.png,26,0.22731677,716.2837,150.81818,996.24054,150.81818,996.24054,455.1908,716.2837,455.1908
071514141.png,28,0.116725504,716.2837,150.81818,996.24054,150.81818,996.24054,455.1908,716.2837,455.1908
071556611.png,16,0.21574765,732.58325,183.16838,1017.0004,183.16838,1017.0004,486.97015,732.58325,486.97015
071556611.png,24,0.81661075,1281.8258,302.28534,1591.6208,302.28534,1591.6208,773.61865,1281.8258,773.61865
071556611.png,24,0.09375704,732.58325,183.16838,1017.0004,183.16838,1017.0004,486.97015,732.58325,486.97015
071556611.png,25,0.057046827,732.58325,183.16838,1017.0004,183.16838,1017.0004,486.97015,732.58325,486.97015
071556611.png,26,0.09010111,732.58325,183.16838,1017.0004,183.16838,1017.0004,486.97015,732.58325,486.97015
071556611.png,28,0.4052282,732.58325,183.16838,1017.0004,183.16838,1017.0004,486.97015,732.58325,486.97015
071556611.png,29,0.050588567,732.58325,183.16838,1017.0004,183.16838,1017.0004,486.97015,732.58325,486.97015
071623410.png,21,0.9429707,451.09744,646.068,747.16473,646.068,747.16473,998.95056,451.09744,998.95056
071711040.png,16,0.53611374,728.5681,285.33292,1093.2665,285.33292,1093.2665,671.0619,728.5681,671.0619
071711040.png,27,0.1274712,728.5681,285.33292,1093.2665,285.33292,1093.2665,671.0619,728.5681,671.0619
071711040.png,31,0.999241,1070.7328,83.12282,1324.6382,83.12282,1324.6382,328.32867,1070.7328,328.32867
071716537.png,13,0.92537695,1275.2782,671.84314,1571.5067,671.84314,1571.5067,945.2783,1275.2782,945.2783
071722808.png,13,0.97281927,1096.2107,183.82425,1351.4276,183.82425,1351.4276,421.55304,1096.2107,421.55304
071722808.png,22,0.20977664,1096.097,183.25272,1351.3641,183.25272,1351.3641,422.97638,1096.097,422.97638
071745784.png,1,0.9811646,1099.6495,162.02542,1366.424,162.02542,1366.424,400.98123,1099.6495,400.98123
071746614.png,1,0.9858225,1286.6903,544.21576,1584.069,544.21576,1584.069,811.5072,1286.6903,811.5072
071916416.png,4,0.8595787,822.8637,414.71216,1087.4429,414.71216,1087.4429,696.62726,822.8637,696.62726
071916416.png,28,0.1155504,822.4498,414.63498,1087.9716,414.63498,1087.9716,699.26746,822.4498,699.26746
072049095.png,23,0.9737399,764.63824,128.56973,984.56635,128.56973,984.56635,356.21356,764.63824,356.21356
072050586.png,1,0.9959996,1278.7173,503.02014,1574.2378,503.02014,1574.2378,761.4725,1278.7173,761.4725
072050586.png,22,0.74380535,1481.5707,852.6414,1778.293,852.6414,1778.293,1080.0,1481.5707,1080.0
072052199.png,23,0.9793981,1147.182,251.64374,1382.6886,251.64374,1382.6886,491.12012,1147.182,491.12012
072216311.png,33,0.99219733,1074.9695,140.65022,1332.5941,140.65022,1332.5941,404.8052,1074.9695,404.8052
072221717.png,33,0.9896555,1099.6248,162.53818,1357.8193,162.53818,1357.8193,426.86105,1099.6248,426.86105
072248943.png,4,0.96538615,1137.3585,129.27866,1391.9064,129.27866,1391.9064,389.2465,1137.3585,389.2465
072257646.png,16,0.920476,1330.5865,560.3115,1658.8784,560.3115,1658.8784,911.5084,1330.5865,911.5084
072308411.png,0,0.07625591,1155.0503,274.39066,1432.6835,274.39066,1432.6835,527.24817,1155.0503,527.24817
072308411.png,1,0.91688746,1154.9904,274.3173,1432.335,274.3173,1432.335,526.8555,1154.9904,526.8555
072308411.png,24,0.5368727,1450.7731,737.3463,1798.5787,737.3463,1798.5787,1079.6971,1450.7731,1079.6971
072308411.png,27,0.4547875,1450.7731,737.3463,1798.5787,737.3463,1798.5787,1079.6971,1450.7731,1079.6971
072519498.png,23,0.9919436,443.14447,532.268,686.3705,532.268,686.3705,790.65546,443.14447,790.65546
072544230.png,10,0.12434146,985.52716,97.67876,1237.4325,97.67876,1237.4325,329.15802,985.52716,329.15802
072544230.png,13,0.4153259,985.52716,97.67876,1237.4325,97.67876,1237.4325,329.15802,985.52716,329.15802
072544230.png,22,0.6101218,985.6535,96.57121,1236.8156,96.57121,1236.8156,330.48312,985.6535,330.48312
072616883.png,31,0.9962302,1115.1744,129.19263,1373.3164,129.19263,1373.3164,375.72836,1115.1744,375.72836
072618114.png,4,0.9824656,1169.6746,234.37633,1428.1437,234.37633,1428.1437,504.7194,1169.6746,504.7194
072624272.png,23,0.97846484,839.0384,471.94604,1081.465,471.94604,1081.465,726.4661,839.0384,726.4661
072638318.png,20,0.116015375,879.9578,548.0848,1163.0331,548.0848,1163.0331,819.4417,879.9578,819.4417
072638318.png,22,0.5951892,879.9225,546.032,1163.151,546.032,1163.151,830.4992,879.9225,830.4992
072638318.png,28,0.31858593,879.9225,546.032,1163.151,546.032,1163.151,830.4992,879.9225,830.4992
072638318.png,29,0.99984944,1174.6873,262.60376,1431.9744,262.60376,1431.9744,516.3604,1174.6873,516.3604
072655405.png,27,0.9991001,461.15063,588.77576,736.4476,588.77576,736.4476,891.7886,461.15063,891.7886
072702036.png,8,0.9785181,685.30145,174.00182,931.8505,174.00182,931.8505,403.47104,685.30145,403.47104
072911303.png,23,0.9883808,764.2102,195.49336,990.9394,195.49336,990.9394,432.1839,764.2102,432.1839
072936873.png,23,0.9971842,440.4234,751.21783,696.0599,751.21783,696.0599,1029.912,440.4234,1029.912
072954236.png,22,0.09898275,878.6359,479.22208,1169.0532,479.22208,1169.0532,794.50543,878.6359,794.50543
072954236.png,23,0.9858699,1211.9976,284.78595,1448.3342,284.78595,1448.3342,528.2434,1211.9976,528.2434
072954236.png,24,0.3233078,878.6359,479.22208,1169.0532,479.22208,1169.0532,794.50543,878.6359,794.50543
072954236.png,27,0.0962091,878.6359,479.22208,1169.0532,479.22208,1169.0532,794.50543,878.6359,794.50543
073006756.png,8,0.99945706,780.2223,340.58136,1036.078,340.58136,1036.078,582.62494,780.2223,582.62494
073152586.png,29,0.9993049,946.9295,89.44369,1192.324,89.44369,1192.324,329.1754,946.9295,329.1754
073242600.png,31,0.9990096,1156.5583,196.63257,1418.947,196.63257,1418.947,449.0799,1156.5583,449.0799
073251387.png,7,0.9839446,1090.2404,111.71613,1373.829,111.71613,1373.829,394.0731,1090.2404,394.0731
073315935.png,33,0.9908213,861.10583,523.97144,1137.1573,523.97144,1137.1573,811.9115,861.10583,811.9115
073539526.png,16,0.6312768,1062.3864,94.7944,1343.6907,94.7944,1343.6907,391.776,1062.3864,391.776
073539526.png,20,0.2664056,1062.4517,95.86709,1342.7583,95.86709,1342.7583,385.66025,1062.4517,385.66025
073540185.png,5,0.98265314,711.24524,112.01784,968.20953,112.01784,968.20953,349.922,711.24524,349.922
073557654.png,12,0.6329606,1065.4204,31.300709,1314.3304,31.300709,1314.3304,255.54616,1065.4204,255.54616
073557654.png,22,0.09850122,1065.4204,31.300709,1314.3304,31.300709,1314.3304,255.54616,1065.4204,255.54616
073557960.png,20,0.8958966,1220.2695,327.28906,1488.847,327.28906,1488.847,578.8789,1220.2695,578.8789
073557960.png,24,0.1716057,798.3723,274.11038,1068.5704,274.11038,1068.5704,630.03674,798.3723,630.03674
073611725.png,7,0.11371962,1083.5253,164.15222,1368.3,164.15222,1368.3,460.63025,1083.5253,460.63025
073611725.png,16,0.25176683,1083.5253,164.15222,1368.3,164.15222,1368.3,460.63025,1083.5253,460.63025
073611725.png,27,0.12297823,1083.5253,164.15222,1368.3,164.15222,1368.3,460.63025,1083.5253,460.63025
073611725.png,28,0.3191085,1083.5253,164.15222,1368.3,164.15222,1368.3,460.63025,1083.5253,460.63025
073622129.png,18,0.09996062,1351.9038,634.8081,1651.2726,634.8081,1651.2726,906.3908,1351.9038,906.3908
073622129.png,19,0.15627567,1352.7709,635.16205,1651.6643,635.16205,1651.6643,905.20123,1352.7709,905.20123
073622129.png,20,0.6303779,1351.9038,634.8081,1651.2726,634.8081,1651.2726,906.3908,1351.9038,906.3908
073626620.png,1,0.99924004,907.6605,730.0958,1207.6772,730.0958,1207.6772,1012.0279,907.6605,1012.0279
073652331.png,21,0.99968076,937.62964,684.84705,1248.5719,684.84705,1248.5719,1046.013,937.62964,1046.013
073836727.png,12,0.542043,1118.0791,169.2303,1375.0863,169.2303,1375.0863,403.1164,1118.0791,403.1164
073836727.png,20,0.40011767,1117.48,169.33653,1375.1158,169.33653,1375.1158,402.8687,1117.48,402.8687
073952331.png,15,0.073509805,408.17328,368.05856,686.6872,368.05856,686.6872,670.6471,408.17328,670.6471
073952331.png,22,0.13617364,408.17328,368.05856,686.6872,368.05856,686.6872,670.6471,408.17328,670.6471
073952331.png,30,0.16748151,408.17328,368.05856,686.6872,368.05856,686.6872,670.6471,408.17328,670.6471
073952331.png,33,0.9951102,1186.5568,291.1196,1451.1248,291.1196,1451.1248,568.4489,1186.5568,568.4489
073952331.png,33,0.2708071,408.17328,368.05856,686.6872,368.05856,686.6872,670.6471,408.17328,670.6471
074109833.png,12,0.98934644,733.61456,248.50468,985.2776,248.50468,985.2776,488.01675,733.61456,488.01675
074120765.png,32,0.9835934,1109.6425,127.93982,1373.8738,127.93982,1373.8738,388.54187,1109.6425,388.54187
074141262.png,12,0.97718734,1097.2257,113.21568,1345.8248,113.21568,1345.8248,343.05475,1097.2257,343.05475
074141262.png,22,0.94355756,1002.67645,745.50586,1294.1447,745.50586,1294.1447,1052.5012,1002.67645,1052.5012
074141798.png,16,0.9719865,748.79224,308.20132,1038.4598,308.20132,1038.4598,622.5648,748.79224,622.5648
074152167.png,16,0.99474084,945.7634,527.2077,1250.6128,527.2077,1250.6128,865.406,945.7634,865.406
074218237.png,10,0.23618492,1039.6449,58.19278,1286.7095,58.19278,1286.7095,283.85495,1039.6449,283.85495
074218237.png,12,0.39820018,1039.6449,58.19278,1286.7095,58.19278,1286.7095,283.85495,1039.6449,283.85495
074218237.png,20,0.2253134,1039.6449,58.19278,1286.7095,58.19278,1286.7095,283.85495,1039.6449,283.85495
074218237.png,22,0.1391103,1039.6086,57.9428,1286.7098,57.9428,1286.7098,286.71774,1039.6086,286.71774
074220513.png,12,0.2816827,1079.0591,132.82076,1330.1143,132.82076,1330.1143,368.78842,1079.0591,368.78842
074220513.png,20,0.37722877,1079.0591,132.82076,1330.1143,132.82076,1330.1143,368.78842,1079.0591,368.78842
074220513.png,30,0.116963506,1079.0591,132.82076,1330.1143,132.82076,1330.1143,368.78842,1079.0591,368.78842
074234995.png,7,0.99960417,1167.9005,372.92166,1467.7588,372.92166,1467.7588,676.7627,1167.9005,676.7627
074430134.png,9,0.8464559,1103.1825,150.14867,1363.241,150.14867,1363.241,377.16144,1103.1825,377.16144
074430134.png,19,0.06580449,1103.9634,149.96341,1362.9259,149.96341,1362.9259,376.7431,1103.9634,376.7431
074431424.png,33,0.9943975,834.9693,243.61447,1088.7637,243.61447,1088.7637,513.0678,834.9693,513.0678
074454073.png,13,0.9019945,760.5902,147.4881,1011.658,147.4881,1011.658,384.5433,760.5902,384.5433
074454073.png,16,0.07587689,212.3731,0.0,585.6981,0.0,585.6981,388.31815,212.3731,388.31815
074454073.png,19,0.07287838,212.3731,0.0,585.6981,0.0,585.6981,388.31815,212.3731,388.31815
074454073.png,22,0.17493261,760.0175,147.44856,1012.54614,147.44856,1012.54614,384.92514,760.0175,384.92514
074454073.png,24,0.10745371,212.3731,0.0,585.6981,0.0,585.6981,388.31815,212.3731,388.31815
074454073.png,26,0.065125525,212.3731,0.0,585.6981,0.0,585.6981,388.31815,212.3731,388.31815
074454073.png,33,0.073055714,212.3731,0.0,585.6981,0.0,585.6981,388.31815,212.3731,388.31815
074454738.png,13,0.9627827,908.2786,506.3526,1185.3563,506.3526,1185.3563,767.08356,908.2786,767.08356
074519864.png,31,0.9994487,1084.7642,63.760983,1332.6191,63.760983,1332.6191,303.77124,1084.7642,303.77124
074526281.png,3,0.8711507,1414.5962,752.56836,1721.837,752.56836,1721.837,1063.459,1414.5962,1063.459
074526281.png,29,0.121074535,1414.5962,752.56836,1721.837,752.56836,1721.837,1063.459,1414.5962,1063.459
074530699.png,6,0.10188397,719.53186,203.38449,996.42065,203.38449,996.42065,485.5743,719.53186,485.5743
074530699.png,7,0.9753572,719.1596,203.30429,996.9427,203.30429,996.9427,488.5939,719.1596,488.5939
074538938.png,13,0.9750097,1059.4648,136.29631,1316.027,136.29631,1316.027,368.77063,1059.4648,368.77063
074538938.png,16,0.07943907,290.99243,6.3455935,707.1311,6.3455935,707.1311,626.80927,290.99243,626.80927
074538938.png,22,0.09767234,1058.8387,135.90758,1316.1339,135.90758,1316.1339,369.89056,1058.8387,369.89056
074556395.png,24,0.9870374,432.06952,429.422,676.5748,429.422,676.5748,720.6427,432.06952,720.6427
074618306.png,22,0.48310766,927.9102,720.8422,1173.0814,720.8422,1173.0814,1017.8013,927.9102,1017.8013
074618306.png,27,0.9792835,719.87616,48.86606,960.1218,48.86606,960.1218,306.62286,719.87616,306.62286
074618306.png,27,0.29733577,927.9102,720.8422,1173.0814,720.8422,1173.0814,1017.8013,927.9102,1017.8013
074618306.png,32,0.058149166,183.8606,0.0,509.36676,0.0,509.36676,186.4119,183.8606,186.4119
074749994.png,4,0.9545641,1104.003,93.177536,1352.0095,93.177536,1352.0095,345.99753,1104.003,345.99753
074749994.png,22,0.92376506,327.33087,62.196728,575.1057,62.196728,575.1057,340.43,327.33087,340.43
074830954.png,3,0.8821436,1051.0085,49.602505,1303.0594,49.602505,1303.0594,309.2107,1051.0085,309.2107
074830954.png,29,0.118050136,1051.5087,49.68043,1303.3771,49.68043,1303.3771,309.65964,1051.5087,309.65964
074910731.png,22,0.4778849,1105.8433,104.86197,1362.775,104.86197,1362.775,380.75333,1105.8433,380.75333
074910731.png,24,0.12846364,1103.0557,104.3751,1363.2706,104.3751,1363.2706,382.5356,1103.0557,382.5356
074910731.png,27,0.98156804,365.75507,169.24672,609.5709,169.24672,609.5709,439.9401,365.75507,439.9401
074910731.png,27,0.17365779,1103.0557,104.3751,1363.2706,104.3751,1363.2706,382.5356,1103.0557,382.5356
074910731.png,33,0.12636812,1103.0557,104.3751,1363.2706,104.3751,1363.2706,382.5356,1103.0557,382.5356
074915748.png,3,0.9045503,531.6488,706.9787,810.9358,706.9787,810.9358,1016.157,531.6488,1016.157
074915748.png,22,0.984809,1076.647,0.0,1325.0944,0.0,1325.0944,263.08423,1076.647,263.08423
074915748.png,29,0.08810304,531.6488,706.9787,810.9358,706.9787,810.9358,1016.157,531.6488,1016.157
074938704.png,24,0.998774,545.0814,704.46893,806.89966,704.46893,806.89966,1023.04297,545.0814,1023.04297
074956839.png,29,0.99555224,400.63412,224.30826,641.9783,224.30826,641.9783,478.74435,400.63412,478.74435
075059371.png,8,0.9983746,810.50916,477.6286,1076.2573,477.6286,1076.2573,728.9675,810.50916,728.9675
075131918.png,22,0.06251428,390.1306,326.53827,639.79663,326.53827,639.79663,609.907,390.1306,609.907
075131918.png,27,0.9346047,390.1306,326.53827,639.79663,326.53827,639.79663,609.907,390.1306,609.907
075132058.png,3,0.8311589,766.8565,237.77518,1023.7273,237.77518,1023.7273,505.09293,766.8565,505.09293
075132058.png,29,0.1698583,767.34674,237.96498,1023.6051,237.96498,1023.6051,505.0697,767.34674,505.0697
075132593.png,3,0.93734616,862.0563,477.61047,1137.0424,477.61047,1137.0424,764.8982,862.0563,764.8982
075132593.png,29,0.1463799,861.95306,477.926,1137.2648,477.926,1137.2648,763.2775,861.95306,763.2775
075135239.png,18,0.27998587,764.18274,211.96262,1017.1931,211.96262,1017.1931,448.0316,764.18274,448.0316
075135239.png,19,0.17465797,764.3354,212.11212,1017.16077,212.11212,1017.16077,447.36212,764.3354,447.36212
075135239.png,20,0.45834485,764.3354,212.11212,1017.16077,212.11212,1017.16077,447.36212,764.3354,447.36212
075150865.png,18,0.9993074,1182.0054,345.49124,1465.2517,345.49124,1465.2517,593.778,1182.0054,593.778
075153800.png,8,0.99900913,932.73834,669.5401,1214.7516,669.5401,1214.7516,930.22577,932.73834,930.22577
075156208.png,23,0.9565204,1129.7437,149.54732,1355.237,149.54732,1355.237,381.6057,1129.7437,381.6057
075203131.png,4,0.1962247,1201.0413,261.77792,1457.4739,261.77792,1457.4739,531.8389,1201.0413,531.8389
075203131.png,26,0.6469285,889.8503,635.11255,1188.08,635.11255,1188.08,943.1488,889.8503,943.1488
075203131.png,28,0.43301523,1201.2383,261.6218,1457.8536,261.6218,1457.8536,533.1412,1201.2383,533.1412
075203131.png,29,0.3184768,1201.0413,261.77792,1457.4739,261.77792,1457.4739,531.8389,1201.0413,531.8389
075203131.png,29,0.20712821,889.8503,635.11255,1188.08,635.11255,1188.08,943.1488,889.8503,943.1488
075203131.png,33,0.088822395,889.8503,635.11255,1188.08,635.11255,1188.08,943.1488,889.8503,943.1488
075214039.png,8,0.08634906,906.14215,579.2877,1186.7726,579.2877,1186.7726,884.22894,906.14215,884.22894
075214039.png,22,0.7111803,912.4429,588.01306,1185.6718,588.01306,1185.6718,881.95215,912.4429,881.95215
075214039.png,32,0.9765523,1078.8549,92.99554,1337.0874,92.99554,1337.0874,355.54462,1078.8549,355.54462
075343870.png,33,0.9911816,1168.3373,246.71092,1435.0984,246.71092,1435.0984,520.8779,1168.3373,520.8779
075348205.png,16,0.8294004,699.07043,200.41182,986.4712,200.41182,986.4712,509.5256,699.07043,509.5256
075348205.png,20,0.06835415,699.07043,200.41182,986.4712,200.41182,986.4712,509.5256,699.07043,509.5256
075352442.png,24,0.9913413,749.4942,215.24068,984.2209,215.24068,984.2209,493.1454,749.4942,493.1454
075359372.png,32,0.9437958,1165.7053,247.8442,1437.6622,247.8442,1437.6622,518.07465,1165.7053,518.07465
075440936.png,9,0.0573537,471.5852,609.9951,745.9755,609.9951,745.9755,870.826,471.5852,870.826
075440936.png,18,0.05749183,471.19412,608.89886,745.84875,608.89886,745.84875,873.8876,471.19412,873.8876
075440936.png,19,0.836361,471.5852,609.9951,745.9755,609.9951,745.9755,870.826,471.5852,870.826
075512372.png,22,0.5098491,1084.3341,0.97913456,1331.2765,0.97913456,1331.2765,260.64026,1084.3341,260.64026
075512372.png,27,0.99527526,720.1337,196.7792,967.1754,196.7792,967.1754,470.26785,720.1337,470.26785
075512372.png,33,0.47120774,1084.1666,0.9214234,1331.2183,0.9214234,1331.2183,261.90085,1084.1666,261.90085
075524214.png,7,0.9995666,1413.7256,745.984,1755.1637,745.984,1755.1637,1080.0,1413.7256,1080.0
075525438.png,18,0.9976369,1297.5508,544.8504,1587.6053,544.8504,1587.6053,811.3352,1297.5508,811.3352
075539870.png,18,0.9998628,1212.3309,493.27274,1497.664,493.27274,1497.664,751.1456,1212.3309,751.1456
075542276.png,13,0.91723883,1363.1865,598.7128,1655.921,598.7128,1655.921,867.6396,1363.1865,867.6396
075545742.png,0,0.098530985,397.44165,317.33588,656.307,317.33588,656.307,572.76196,397.44165,572.76196
075545742.png,1,0.66664,398.4976,316.8062,655.4957,316.8062,655.4957,572.45233,398.4976,572.45233
075545742.png,22,0.97679406,863.63293,387.73578,1123.771,387.73578,1123.771,672.53424,863.63293,672.53424
075545742.png,30,0.20406348,397.44165,317.33588,656.307,317.33588,656.307,572.76196,397.44165,572.76196
075621146.png,1,0.9990601,485.1281,783.16595,777.3223,783.16595,777.3223,1065.7272,485.1281,1065.7272
075628479.png,27,0.99935955,726.75006,89.2021,970.7725,89.2021,970.7725,348.32736,726.75006,348.32736
075631960.png,18,0.99967766,428.02527,680.73706,710.56055,680.73706,710.56055,959.3147,428.02527,959.3147
075704141.png,8,0.9996728,757.6576,327.97067,1012.0512,327.97067,1012.0512,564.06635,757.6576,564.06635
075719409.png,33,0.98156434,557.788,735.2589,843.34283,735.2589,843.34283,1057.7316,557.788,1057.7316
075756606.png,22,0.09956619,1153.5106,199.754,1425.2375,199.754,1425.2375,466.65427,1153.5106,466.65427
075756606.png,28,0.07796508,1153.4158,199.84724,1425.4037,199.84724,1425.4037,465.92905,1153.4158,465.92905
075756606.png,32,0.49044296,1153.4158,199.84724,1425.4037,199.84724,1425.4037,465.92905,1153.4158,465.92905
075756606.png,33,0.289457,1153.4158,199.84724,1425.4037,199.84724,1425.4037,465.92905,1153.4158,465.92905
075805469.png,10,0.9967198,432.2543,614.958,710.6995,614.958,710.6995,883.8933,432.2543,883.8933
075810309.png,7,0.05915181,381.92395,301.74036,657.87616,301.74036,657.87616,606.5309,381.92395,606.5309
075810309.png,16,0.47305518,381.92395,301.74036,657.87616,301.74036,657.87616,606.5309,381.92395,606.5309
075810309.png,20,0.18688385,381.92395,301.74036,657.87616,301.74036,657.87616,606.5309,381.92395,606.5309
075810309.png,28,0.071787216,381.92395,301.74036,657.87616,301.74036,657.87616,606.5309,381.92395,606.5309
075810691.png,18,0.9991824,1078.5159,115.53941,1335.4927,115.53941,1335.4927,345.55826,1078.5159,345.55826
075817746.png,2,0.06341705,793.4227,328.28653,1026.5685,328.28653,1026.5685,574.1871,793.4227,574.1871
075817746.png,22,0.2027479,793.5563,328.623,1026.3286,328.623,1026.3286,573.13116,793.5563,573.13116
075817746.png,23,0.42780572,793.5563,328.623,1026.3286,328.623,1026.3286,573.13116,793.5563,573.13116
075817746.png,29,0.14559549,793.4227,328.28653,1026.5685,328.28653,1026.5685,574.1871,793.4227,574.1871
075821739.png,18,0.9995509,1359.9453,666.068,1661.1814,666.068,1661.1814,939.6262,1359.9453,939.6262
075825235.png,25,0.9299573,753.2783,245.07155,1027.6696,245.07155,1027.6696,540.6942,753.2783,540.6942
075825235.png,28,0.06449338,753.85785,248.0041,1027.3558,248.0041,1027.3558,535.5702,753.85785,535.5702
075833492.png,25,0.99753785,1233.1298,386.25302,1527.5425,386.25302,1527.5425,691.5274,1233.1298,691.5274
075833492.png,27,0.085503526,759.03687,176.9312,1250.8619,176.9312,1250.8619,654.9801,759.03687,654.9801
080030410.png,1,0.9948507,460.52356,240.62318,723.91895,240.62318,723.91895,483.048,460.52356,483.048
080042046.png,0,0.87797505,680.1803,135.68057,934.7924,135.68057,934.7924,371.2018,680.1803,371.2018
